INDEX	INTEGRATED QUALITY FLAG	FILENAME	LAB	GRANT	CELLTYPE	HGNC TARGET NAME	TARGET NAME	ENSEMBL TARGET ID	TREATMENT	PROTOCOL	NPEAKS IDR OPTIMAL (IDR 2%)	NPEAKS IDR OPTIMAL (IDR 2%) BLACKLIST FILTERED	NPEAKS IN BLACKLIST	BLACKLIST PERCENTAGE	NPEAKS (SPP FDR 1%)	NPEAKS (SPP FDR 0.1 %)	NPEAKS (SPP FDR 0.01 %)	NPEAKS RELAXED (SPP FDR 90%)	RESCUE-RATIO (Np' / Nt) (DISTINCT READS)	SELF CONS. RATIO (Ns1/Ns2) (DISTINCT READS)
515	1	wgEncodeSydhTfbsImr90Rad21IggrabAlnRep0	Stanford	Snyder	IMR90	RAD21	Rad21	ENSG00000164754	None	std	37452	37417	35	0.093452953	83040	39151	22433	300000		
516	1	wgEncodeHaibTfbsK562Rad21V0416102AlnRep0	HudsonAlpha	Myers	K562	RAD21	Rad21	ENSG00000164754	None	v041610.2	34786	34725	61	0.175357903	300000	165020	80212	300000		
517	0	wgEncodeSydhTfbsK562Rad21StdAlnRep0	Yale	Snyder	K562	RAD21	Rad21	ENSG00000164754	None	std	17685	17627	58	0.327961549	23650	19962	14977	300000		
518	1	wgEncodeHaibTfbsSknshraRad21V0416102AlnRep0	HudsonAlpha	Myers	SK-N-SH_RA	RAD21	Rad21	ENSG00000164754	None	v041610.2	62320	62275	45	0.072207959	156253	125674	105287	300000		
519	1	wgEncodeBroadHistoneH1hescRbbp5a300109aStdAlnRep0	Broad	Bernstein	H1-hESC	RBBP5	RBBP5_(A300-109A)	ENSG00000117222	None	std	16173	16151	22	0.136029184	21870	13489	0	281434		
520	1	wgEncodeBroadHistoneK562Rbbp5a300109aStdAlnRep0	Broad	Bernstein	K562	RBBP5	RBBP5_(A300-109A)	ENSG00000117222	None	std	14278	14258	20	0.140075641	22881	12059	9904	300000		
521	1	wgEncodeSydhTfbsK562Corestab24166IggrabAlnRep0	Stanford	Snyder	K562	RCOR1	COREST_(ab24166)	ENSG00000089902	None	std	6439	6371	68	1.056064606	4998	0	0	300000		
522	0	wgEncodeSydhTfbsGm12878Corestsc30189IggmusAlnRep0	Stanford	Snyder	GM12878	RCOR1	COREST_(sc-30189)	ENSG00000089902	None	std	1399	1397	2	0.142959257	300	0	0	300000		
523	1	wgEncodeSydhTfbsHelas3Corestsc30189IggrabAlnRep0	Stanford	Snyder	HeLa-S3	RCOR1	COREST_(sc-30189)	ENSG00000089902	None	std	16380	16322	58	0.354090354	16819	0	0	299904		
524	1	wgEncodeSydhTfbsHepg2Corestsc30189IggrabAlnRep0	Stanford	Snyder	HepG2	RCOR1	COREST_(sc-30189)	ENSG00000089902	None	std	5390	5336	54	1.001855288	60	0	0	67453		
525	1	wgEncodeSydhTfbsK562Corestsc30189IggrabAlnRep0	Stanford	Snyder	K562	RCOR1	COREST_(sc-30189)	ENSG00000089902	None	std	35821	35741	80	0.223332682	88452	64416	44013	300000		
526	0	wgEncodeSydhTfbsK562NelfeStdAlnRep0	Harvard	Snyder	K562	RDBP	NELFe	ENSG00000204356	None	std	503	458	45	8.946322068	221	0	0	300000		
527	1	wgEncodeHaibTfbsA549NrsfV0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	REST	NRSF	ENSG00000084093	EtOH_0.02pct	v042211.1	11997	11970	27	0.225056264	69172	28218	6448	300000		
528	1	wgEncodeHaibTfbsGm12878NrsfPcr1xAlnRep0	HudsonAlpha	Myers	GM12878	REST	NRSF	ENSG00000084093	None	PCR1x	6984	6906	78	1.116838488	44313	13159	7162	300000		
529	1	wgEncodeHaibTfbsH1hescNrsfV0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	REST	NRSF	ENSG00000084093	None	v041610.2	13375	13286	89	0.665420561	44718	26065	12518	300000		
530	1	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep0	HudsonAlpha	Myers	HeLa-S3	REST	NRSF	ENSG00000084093	None	PCR1x	10294	10247	47	0.456576647	31612	18825	9922	300000		
531	1	wgEncodeHaibTfbsHepg2NrsfPcr2xAlnRep0	HudsonAlpha	Myers	HepG2	REST	NRSF	ENSG00000084093	None	PCR2x	6091	6024	67	1.099983582	101806	1711	0	300000		
532	1	wgEncodeHaibTfbsHepg2NrsfV0416101AlnRep0	HudsonAlpha	Myers	HepG2	REST	NRSF	ENSG00000084093	None	v041610.1	12876	12828	48	0.37278658	33626	19647	9553	300000		
533	1	wgEncodeHaibTfbsK562NrsfV0416102AlnRep0	HudsonAlpha	Myers	K562	REST	NRSF	ENSG00000084093	None	v041610.2	15902	15849	53	0.33329141	243355	107054	57292	300000		
534	1	wgEncodeHaibTfbsPanc1NrsfPcr2xAlnRep0	HudsonAlpha	Myers	PANC-1	REST	NRSF	ENSG00000084093	None	PCR2x	5613	5507	106	1.888473187	2813	2046	0	300000		
535	1	wgEncodeHaibTfbsPfsk1NrsfPcr2xAlnRep0	HudsonAlpha	Myers	PFSK-1	REST	NRSF	ENSG00000084093	None	PCR2x	11428	11390	38	0.332516626	5645	4241	0	300000		
536	1	wgEncodeHaibTfbsSknshNrsfPcr2xAlnRep0	HudsonAlpha	Myers	SK-N-SH	REST	NRSF	ENSG00000084093	None	PCR2x	18936	18845	91	0.480566117	204306	116725	50535	300000		
537	1	wgEncodeHaibTfbsSknshNrsfV0416101AlnRep0	HudsonAlpha	Myers	SK-N-SH	REST	NRSF	ENSG00000084093	None	v041610.1	11046	11029	17	0.153901865	90687	30148	6417	300000		
538	1	wgEncodeHaibTfbsU87NrsfPcr2xAlnRep0V2	HudsonAlpha	Myers	U87	REST	NRSF	ENSG00000084093	None	PCR2x	11799	11746	53	0.449190609	42843	22932	15705	300000		
539	1	wgEncodeSydhTfbsGm12878Rfx5200401194IggmusAlnRep0	Stanford	Snyder	GM12878	RFX5	RFX5_(200-401-194)	ENSG00000143390	None	std	4351	4341	10	0.229832222	873	628	0	300000		
540	1	wgEncodeSydhTfbsH1hescRfx5200401194IggrabAlnRep0	Stanford	Snyder	H1-hESC	RFX5	RFX5_(200-401-194)	ENSG00000143390	None	std	1742	1695	47	2.69804822	727	0	0	29607		
541	1	wgEncodeSydhTfbsHelas3Rfx5200401194IggrabAlnRep0	Stanford	Snyder	HeLa-S3	RFX5	RFX5_(200-401-194)	ENSG00000143390	None	std	19325	19284	41	0.212160414	32555	995	0	300000		
542	1	wgEncodeSydhTfbsHepg2Rfx5200401194IggrabAlnRep0	Stanford	Snyder	HepG2	RFX5	RFX5_(200-401-194)	ENSG00000143390	None	std	6072	6017	55	0.905797101	1290	849	0	103985		
543	1	wgEncodeSydhTfbsK562Rfx5IggrabAlnRep0	Stanford	Snyder	K562	RFX5	RFX5_(200-401-194)	ENSG00000143390	None	std	2272	2201	71	3.125	1181	0	0	300000		
544	1	wgEncodeHaibTfbsGm12878Runx3sc101553V0422111AlnRep0	HudsonAlpha	Myers	GM12878	RUNX3	RUNX3_(SC-101553)	ENSG00000020633	None	v042211.1	68004	67965	39	0.057349568	216702	159995	121523	300000		
545	1	wgEncodeHaibTfbsGm12878RxraPcr1xAlnRep0	HudsonAlpha	Myers	GM12878	RXRA	RXRA	ENSG00000186350	None	PCR1x	1766	1704	62	3.510758777	300000	120934	6965	300000		
546	0	wgEncodeHaibTfbsH1hescRxraV0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	RXRA	RXRA	ENSG00000186350	None	v041610.2	1358	1306	52	3.82916053	44368	12704	0	300000		
547	1	wgEncodeHaibTfbsHepg2RxraPcr1xAlnRep0	HudsonAlpha	Myers	HepG2	RXRA	RXRA	ENSG00000186350	None	PCR1x	17152	17063	89	0.518889925	39469	20952	11601	300000		
548	1	wgEncodeBroadHistoneK562Sap3039731StdAlnRep0	Broad	Bernstein	K562	SAP30	SAP30_(39731)	ENSG00000164105	None	std	9823	9753	70	0.712613255	11783	7110	5472	300000		
549	1	wgEncodeSydhTfbsK562Setdb1MnasedUcdAlnRep0	USC	Snyder	K562	SETDB1	SETDB1	ENSG00000143379	MNaseD	std	2977	2967	10	0.335908633	1899	571	0	300000		
550	1	wgEncodeSydhTfbsK562Setdb1UcdAlnRep0	USC	Snyder	K562	SETDB1	SETDB1	ENSG00000143379	None	std	3927	3882	45	1.145912911	14210	3426	0	300000		
551	1	wgEncodeSydhTfbsU2osSetdb1UcdAlnRep0	USC	Snyder	U2OS	SETDB1	SETDB1	ENSG00000143379	None	std	23641	23538	103	0.43568377	70722	47697	34286	300000		
552	1	wgEncodeSydhTfbsGm12878Sin3anb6001263IggmusAlnRep0	Stanford	Snyder	GM12878	SIN3A	SIN3A_(NB600-1263)	ENSG00000169375	None	std	10401	10392	9	0.086530141	1241	0	0	300000		
553	1	wgEncodeSydhTfbsH1hescSin3anb6001263IggrabAlnRep0	Stanford	Snyder	H1-hESC	SIN3A	SIN3A_(NB600-1263)	ENSG00000169375	None	std	21338	21309	29	0.13590777	35790	3948	0	300000		
554	1	wgEncodeHaibTfbsA549Sin3ak20V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	SIN3A	Sin3Ak-20	ENSG00000169375	EtOH_0.02pct	v042211.1	6031	6024	7	0.116066987	36689	0	0	300000		
555	1	wgEncodeHaibTfbsH1hescSin3ak20Pcr1xAlnRep0	HudsonAlpha	Myers	H1-hESC	SIN3A	Sin3Ak-20	ENSG00000169375	None	PCR1x	9031	8977	54	0.597940427	55065	31282	12944	300000		
556	1	wgEncodeHaibTfbsHepg2Sin3ak20Pcr1xAlnRep0	HudsonAlpha	Myers	HepG2	SIN3A	Sin3Ak-20	ENSG00000169375	None	PCR1x	16592	16459	133	0.801591128	30984	21244	0	300000		
557	1	wgEncodeHaibTfbsK562Sin3ak20V0416101AlnRep0	HudsonAlpha	Myers	K562	SIN3A	Sin3Ak-20	ENSG00000169375	None	v041610.1	12738	12700	38	0.298319987	33570	16701	6317	300000		
558	0	wgEncodeHaibTfbsPanc1Sin3ak20V0416101AlnRep0	HudsonAlpha	Myers	PANC-1	SIN3A	Sin3Ak-20	ENSG00000169375	None	v041610.1	7213	7182	31	0.429779565	1076	636	0	300000		
559	1	wgEncodeHaibTfbsPfsk1Sin3ak20V0416101AlnRep0	HudsonAlpha	Myers	PFSK-1	SIN3A	Sin3Ak-20	ENSG00000169375	None	v041610.1	5976	5950	26	0.435073628	115	0	0	300000		
560	1	wgEncodeHaibTfbsSknshSin3ak20V0416101AlnRep0	HudsonAlpha	Myers	SK-N-SH	SIN3A	Sin3Ak-20	ENSG00000169375	None	v041610.1	15602	15561	41	0.262786822	64938	29715	8649	300000		
561	1	wgEncodeSydhTfbsK562Sirt6StdAlnRep0	Harvard	Snyder	K562	SIRT6	SIRT6	ENSG00000077463	None	std	2365	2305	60	2.536997886	1763	563	0	300000		
562	1	wgEncodeHaibTfbsA549Six5V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	SIX5	SIX5	ENSG00000177045	EtOH_0.02pct	v042211.1	4940	4909	31	0.627530364	4788	2186	0	300000		
563	1	wgEncodeHaibTfbsGm12878Six5Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	SIX5	SIX5	ENSG00000177045	None	PCR1x	4891	4839	52	1.063177264	83039	9179	0	300000		
564	1	wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep0	HudsonAlpha	Myers	H1-hESC	SIX5	SIX5	ENSG00000177045	None	PCR1x	3482	3425	57	1.636990235	4667	3576	0	300000		
565	1	wgEncodeHaibTfbsK562Six5Pcr1xAlnRep0	HudsonAlpha	Myers	K562	SIX5	SIX5	ENSG00000177045	None	PCR1x	4268	4194	74	1.733833177	5883	4086	0	300000		
566	0	wgEncodeSydhTfbsHelas3Brg1IggmusAlnRep0	Yale	Snyder	HeLa-S3	SMARCA4	Brg1	ENSG00000127616	None	std	1365	1357	8	0.586080586	1340	0	0	300000		
567	0	wgEncodeSydhTfbsK562Brg1IggmusAlnRep0	Stanford	Snyder	K562	SMARCA4	Brg1	ENSG00000127616	None	std	2464	2463	1	0.040584416	3150	0	0	300000		
568	1	wgEncodeSydhTfbsHelas3Ini1IggmusAlnRep0	Stanford	Snyder	HeLa-S3	SMARCB1	Ini1	ENSG00000099956	None	std	7823	7780	43	0.549661255	17094	0	0	300000		
569	0	wgEncodeSydhTfbsK562Ini1IggmusAlnRep0	Stanford	Snyder	K562	SMARCB1	Ini1	ENSG00000099956	None	std	1944	1942	2	0.102880658	0	0	0	300000		
570	0	wgEncodeSydhTfbsHelas3Baf155IggmusAlnRep0	Stanford	Snyder	HeLa-S3	SMARCC1	BAF155	ENSG00000173473	None	std	8659	8650	9	0.103938099	7745	650	0	300000		
571	0	wgEncodeSydhTfbsHelas3Baf170IggmusAlnRep0	Stanford	Snyder	HeLa-S3	SMARCC2	BAF170	ENSG00000139613	None	std	2658	2632	26	0.978179082	0	0	0	300000		
572	1	wgEncodeSydhTfbsGm12878Smc3ab9263IggmusAlnRep0	Stanford	Snyder	GM12878	SMC3	SMC3_(ab9263)	ENSG00000108055	None	std	30532	30517	15	0.049128783	21807	16574	6210	300000		
573	1	wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep0	Stanford	Snyder	HeLa-S3	SMC3	SMC3_(ab9263)	ENSG00000108055	None	std	39620	39567	53	0.133770823	53736	24769	12928	285207		
574	1	wgEncodeSydhTfbsHepg2Smc3ab9263IggrabAlnRep0	Stanford	Snyder	HepG2	SMC3	SMC3_(ab9263)	ENSG00000108055	None	std	30858	30797	61	0.197679694	15528	6168	0	142334		
575	1	wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep0	Stanford	Snyder	K562	SMC3	SMC3_(ab9263)	ENSG00000108055	None	std	23692	23598	94	0.396758399	31768	23766	11327	300000		
576	-1	wgEncodeHaibTfbsA549Sp1V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	SP1	SP1	ENSG00000185591	EtOH_0.02pct	v042211.1	0	0	0	#DIV/0!	0	0	0	300000		
577	1	wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	SP1	SP1	ENSG00000185591	None	PCR1x	18334	18248	86	0.469073852	112085	63719	30660	300000		
578	1	wgEncodeHaibTfbsH1hescSp1Pcr1xAlnRep0	HudsonAlpha	Myers	H1-hESC	SP1	SP1	ENSG00000185591	None	PCR1x	15163	15110	53	0.349535052	82307	52368	35714	300000		
579	1	wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep0	HudsonAlpha	Myers	HepG2	SP1	SP1	ENSG00000185591	None	PCR1x	25613	25477	136	0.530980362	37044	27289	6332	300000		
580	1	wgEncodeHaibTfbsK562Sp1Pcr1xAlnRep0	HudsonAlpha	Myers	K562	SP1	SP1	ENSG00000185591	None	PCR1x	7239	7206	33	0.45586407	25325	9766	0	300000		
581	1	wgEncodeHaibTfbsH1hescSp2V0422111AlnRep0	HudsonAlpha	Myers	H1-hESC	SP2	SP2_(SC-643)	ENSG00000167182	None	v042211.1	2529	2469	60	2.372479241	2600	2224	0	10164		
582	0	wgEncodeHaibTfbsHepg2Sp2V0422111AlnRep0	HudsonAlpha	Myers	HepG2	SP2	SP2_(SC-643)	ENSG00000167182	None	v042211.1	2669	2626	43	1.611090296	10483	5253	0	251832		
583	1	wgEncodeHaibTfbsK562Sp2sc643V0416102AlnRep0	HudsonAlpha	Myers	K562	SP2	SP2_(SC-643)	ENSG00000167182	None	v041610.2	3184	3124	60	1.884422111	169351	1555	0	300000		
584	1	wgEncodeHaibTfbsH1hescSp4v20V0422111AlnRep0	HudsonAlpha	Myers	H1-hESC	SP4	SP4_(V-20)	ENSG00000105866	None	v042211.1	5794	5752	42	0.724887815	28913	16436	10606	300000		
585	1	wgEncodeHaibTfbsGm12878Pu1Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	SPI1	PU.1	ENSG00000066336	None	PCR1x	42995	42938	57	0.132573555	129101	89905	66897	300000		
586	1	wgEncodeHaibTfbsGm12891Pu1Pcr1xAlnRep0	HudsonAlpha	Myers	GM12891	SPI1	PU.1	ENSG00000066336	None	PCR1x	48899	48830	69	0.14110718	109454	85734	8257	300000		
587	1	wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep0	HudsonAlpha	Myers	K562	SPI1	PU.1	ENSG00000066336	None	PCR1x	28777	28677	100	0.347499739	133083	67403	40065	300000		
588	1	wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep0	Stanford	Snyder	HepG2	SREBF1	SREBP1	ENSG00000072310	insulin	std	2609	2585	24	0.919892679	411	0	0	300000		
589	-1	wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep0	Yale	Snyder	HepG2	SREBF1	SREBP1	ENSG00000072310	pravastatin	std	482	476	6	1.244813278	308	0	0	294064		
590	-1	wgEncodeSydhTfbsHepg2Srebp2PravastStdAlnRep0	Yale	Snyder	HepG2	SREBF2	SREBP2	ENSG00000198911	pravastatin	std	287	283	4	1.393728223	296	0	0	300000		
591	0	wgEncodeHaibTfbsGm12878SrfPcr2xAlnRep0	HudsonAlpha	Myers	GM12878	SRF	SRF	ENSG00000112658	None	PCR2x	8617	8544	73	0.847162586	78819	24902	0	300000		
592	1	wgEncodeHaibTfbsH1hescSrfPcr1xAlnRep0	HudsonAlpha	Myers	H1-hESC	SRF	SRF	ENSG00000112658	None	PCR1x	5163	5105	58	1.123377881	15252	7202	6314	300000		
593	1	wgEncodeHaibTfbsHepg2SrfV0416101AlnRep0	HudsonAlpha	Myers	HepG2	SRF	SRF	ENSG00000112658	None	v041610.1	5337	5314	23	0.430953719	6963	1259	0	300000		
594	1	wgEncodeHaibTfbsK562SrfV0416101AlnRep0	HudsonAlpha	Myers	K562	SRF	SRF	ENSG00000112658	None	v041610.1	4772	4717	55	1.15255658	99300	18701	8930	300000		
595	-1	wgEncodeUchicagoTfbsK562Stat1Controlstat1AlnRep0	UChicago	White	K562	STAT1	eGFP-STAT1	ENSG00000115415	None	std	58	52	6	10.34482759	0	0	0	58		
596	0	wgEncodeSydhTfbsGm12878Stat1StdAlnRep0	Stanford	Snyder	GM12878	STAT1	STAT1	ENSG00000115415	None	std	1806	1769	37	2.048726467	0	0	0	300000		
597	1	wgEncodeSydhTfbsHelas3Stat1Ifng30StdAlnRep0	Yale	Snyder	HeLa-S3	STAT1	STAT1	ENSG00000115415	IFNg30	std	16161	16158	3	0.018563208	31594	19280	11624	300000		
598	1	wgEncodeSydhTfbsK562Stat1Ifng30StdAlnRep0	Stanford	Snyder	K562	STAT1	STAT1	ENSG00000115415	IFNg30	std	2225	2203	22	0.988764045	1463	986	0	7397		
599	1	wgEncodeSydhTfbsK562Stat1Ifng6hStdAlnRep0	Stanford	Snyder	K562	STAT1	STAT1	ENSG00000115415	IFNg6h	std	2340	2333	7	0.299145299	5026	2362	0	300000		
600	1	wgEncodeSydhTfbsK562Stat1Ifna30StdAlnRep0	Yale	Snyder	K562	STAT1	STAT1	ENSG00000115415	IFNa30	std	1544	1503	41	2.655440415	396	0	0	5304		
601	1	wgEncodeSydhTfbsK562Stat1Ifna6hStdAlnRep0	Yale	Snyder	K562	STAT1	STAT1	ENSG00000115415	IFNa6h	std	1508	1476	32	2.122015915	767	562	0	13988		
602	1	wgEncodeSydhTfbsK562Stat2Ifna30StdAlnRep0	Yale	Snyder	K562	STAT2	STAT2	ENSG00000170581	IFNa30	std	3058	3040	18	0.588620013	3273	712	0	300000		
603	1	wgEncodeSydhTfbsK562Stat2Ifna6hStdAlnRep0	Yale	Snyder	K562	STAT2	STAT2	ENSG00000170581	IFNa6h	std	1935	1923	12	0.620155039	2378	0	0	300000		
604	0	wgEncodeSydhTfbsGm12878Stat3IggmusAlnRep0	Stanford	Snyder	GM12878	STAT3	STAT3	ENSG00000168610	None	std	6495	6487	8	0.123171671	0	0	0	300000		
605	1	wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep0	Stanford	Snyder	HeLa-S3	STAT3	STAT3	ENSG00000168610	None	std	13871	13834	37	0.266743566	21965	3451	0	300000		
606	1	wgEncodeSydhTfbsMcf10aesStat3Tam112hHvdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	STAT3	STAT3	ENSG00000168610	4OHTAM_1uM_12hr	std	39979	39908	71	0.177593236	155022	104721	83288	300000		
607	1	wgEncodeSydhTfbsMcf10aesStat3TamStdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	STAT3	STAT3	ENSG00000168610	4OHTAM_1uM_36hr	std	44559	44494	65	0.14587401	79067	61941	52533	300000		
608	1	wgEncodeSydhTfbsMcf10aesStat3Etoh01StdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	STAT3	STAT3	ENSG00000168610	EtOH_0.01pct	std	12406	12334	72	0.58036434	23483	15294	6270	300000		
609	1	wgEncodeSydhTfbsMcf10aesStat3Etoh01cStdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	STAT3	STAT3	ENSG00000168610	EtOH_0.01pct_12hr	std	41400	41355	45	0.108695652	76180	62222	53444	300000		
610	1	wgEncodeSydhTfbsMcf10aesStat3Etoh01bStdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	STAT3	STAT3	ENSG00000168610	EtOH_0.01pct_4hr	std	45151	45110	41	0.090806405	91092	75078	61871	300000		
611	1	wgEncodeHaibTfbsGm12878Stat5asc74442V0422111AlnRep0	HudsonAlpha	Myers	GM12878	STAT5A	STAT5A_(SC-74442)	ENSG00000126561	None	v042211.1	7447	7423	24	0.322277427	70050	33413	5117	300000		
612	1	wgEncodeHaibTfbsK562Stat5asc74442V0422111AlnRep0	HudsonAlpha	Myers	K562	STAT5A	STAT5A_(SC-74442)	ENSG00000126561	None	v042211.1	9877	9811	66	0.668219095	10079	7169	5841	300000		
613	1	wgEncodeSydhTfbsH1hescSuz12UcdAlnRep0	USC	Snyder	H1-hESC	SUZ12	SUZ12	ENSG00000178691	None	std	5072	4789	283	5.579652997	1747	792	0	300000		
614	0	wgEncodeSydhTfbsNt2d1Suz12UcdAlnRep0	USC	Snyder	NT2-D1	SUZ12	SUZ12	ENSG00000178691	None	std	3360	3308	52	1.547619048	7911	4319	0	300000		
615	1	wgEncodeHaibTfbsA549Taf1V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	TAF1	TAF1	ENSG00000147133	EtOH_0.02pct	v042211.1	9990	9984	6	0.06006006	18823	11107	7065	300000		
616	1	wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	TAF1	TAF1	ENSG00000147133	None	PCR1x	14344	14278	66	0.460122699	49519	25563	16287	300000		
617	1	wgEncodeHaibTfbsGm12891Taf1Pcr1xAlnRep0	HudsonAlpha	Myers	GM12891	TAF1	TAF1	ENSG00000147133	None	PCR1x	12110	11883	227	1.874483898	15572	1505	0	300000		
618	1	wgEncodeHaibTfbsGm12892Taf1V0416102AlnRep0	HudsonAlpha	Myers	GM12892	TAF1	TAF1	ENSG00000147133	None	v041610.2	9654	9442	212	2.195980941	11191	8980	5786	300000		
619	1	wgEncodeHaibTfbsH1hescTaf1V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	TAF1	TAF1	ENSG00000147133	None	v041610.2	20636	20547	89	0.431285133	64618	43975	30848	300000		
620	1	wgEncodeHaibTfbsHelas3Taf1Pcr1xAlnRep0	HudsonAlpha	Myers	HeLa-S3	TAF1	TAF1	ENSG00000147133	None	PCR1x	16194	16100	94	0.580461899	21257	15317	11050	300000		
621	1	wgEncodeHaibTfbsHepg2Taf1Pcr2xAlnRep0	HudsonAlpha	Myers	HepG2	TAF1	TAF1	ENSG00000147133	None	PCR2x	16712	16659	53	0.317137386	112049	41909	24027	300000		
622	1	wgEncodeHaibTfbsK562Taf1V0416101AlnRep0	HudsonAlpha	Myers	K562	TAF1	TAF1	ENSG00000147133	None	v041610.1	15293	15246	47	0.307330151	294978	123327	42597	300000		
623	1	wgEncodeHaibTfbsPfsk1Taf1V0416101AlnRep0	HudsonAlpha	Myers	PFSK-1	TAF1	TAF1	ENSG00000147133	None	v041610.1	5848	5844	4	0.068399453	1644	0	0	300000		
624	1	wgEncodeHaibTfbsSknshTaf1V0416101AlnRep0	HudsonAlpha	Myers	SK-N-SH	TAF1	TAF1	ENSG00000147133	None	v041610.1	14040	13993	47	0.334757835	27971	17119	8206	300000		
625	1	wgEncodeHaibTfbsH1hescTaf7sc101167V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	TAF7	TAF7_(SC-101167)	ENSG00000178913	None	v041610.2	10502	10475	27	0.257093887	16838	9363	0	300000		
626	1	wgEncodeHaibTfbsK562Taf7sc101167V0416101AlnRep0	HudsonAlpha	Myers	K562	TAF7	TAF7_(SC-101167)	ENSG00000178913	None	v041610.1	3459	3422	37	1.069673316	19519	0	0	300000		
627	1	wgEncodeSydhTfbsK562Tal1sc12984IggmusAlnRep0	Stanford	Snyder	K562	TAL1	TAL1_(SC-12984)	ENSG00000162367	None	std	26308	26260	48	0.182454006	25749	16026	8819	300000		
628	1	wgEncodeSydhTfbsGm12878Tblr1ab24550IggmusAlnRep0	Stanford	Snyder	GM12878	TBL1XR1	TBLR1_(ab24550)	ENSG00000177565	None	std	13709	13702	7	0.051061347	3857	532	0	300000		
629	1	wgEncodeSydhTfbsK562Tblr1ab24550IggrabAlnRep0	Stanford	Snyder	K562	TBL1XR1	TBLR1_(ab24550)	ENSG00000177565	None	std	5180	5086	94	1.814671815	2276	0	0	300000		
630	1	wgEncodeSydhTfbsK562Tblr1nb600270IggrabAlnRep0	Stanford	Snyder	K562	TBL1XR1	TBLR1_(NB600-270)	ENSG00000177565	None	std	8568	8505	63	0.735294118	10405	5335	0	300000		
631	1	wgEncodeSydhTfbsGm12878TbpIggmusAlnRep0	Stanford	Snyder	GM12878	TBP	TBP	ENSG00000112592	None	std	14898	14893	5	0.033561552	11462	4129	0	300000		
632	1	wgEncodeSydhTfbsH1hescTbpIggrabAlnRep0	Stanford	Snyder	H1-hESC	TBP	TBP	ENSG00000112592	None	std	17254	17194	60	0.34774545	29139	17347	5218	300000		
633	1	wgEncodeSydhTfbsHelas3TbpIggrabAlnRep0	Stanford	Snyder	HeLa-S3	TBP	TBP	ENSG00000112592	None	std	18541	18489	52	0.280459522	29951	8761	0	300000		
634	1	wgEncodeSydhTfbsHepg2TbpIggrabAlnRep0	Stanford	Snyder	HepG2	TBP	TBP	ENSG00000112592	None	std	13881	13806	75	0.540306894	5980	3023	0	300000		
635	1	wgEncodeSydhTfbsK562TbpIggmusAlnRep0	Stanford	Snyder	K562	TBP	TBP	ENSG00000112592	None	std	17648	17558	90	0.509972801	16377	6923	0	300000		
636	1	wgEncodeHaibTfbsA549Tcf12V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	TCF12	TCF12	ENSG00000140262	EtOH_0.02pct	v042211.1	20932	20896	36	0.171985477	98724	66722	22716	300000		
637	1	wgEncodeHaibTfbsGm12878Tcf12Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	TCF12	TCF12	ENSG00000140262	None	PCR1x	20507	20437	70	0.341346857	136707	63439	0	300000		
638	1	wgEncodeHaibTfbsH1hescTcf12Pcr1xAlnRep0	HudsonAlpha	Myers	H1-hESC	TCF12	TCF12	ENSG00000140262	None	PCR1x	7890	7833	57	0.72243346	95033	50906	20606	300000		
639	1	wgEncodeHaibTfbsHepg2Tcf12Pcr1xAlnRep0	HudsonAlpha	Myers	HepG2	TCF12	TCF12	ENSG00000140262	None	PCR1x	2100	2061	39	1.857142857	6119	569	0	300000		
